ensembl_gene_id	uniprot_swissprot
C01B9.4	
C16C8.17	
Y53F4B.24	
C08E3.4	
W08F4.1	
T05A8.7	
W10G11.11	
F26G1.11	
Y39G8C.1	
F22E5.16	
F09E5.13	
ZK673.3	YS53_CAEEL
K10H10.7	
C01G12.1	
R09D1.2	
D2085.3	
ZC204.4	
ZC204.4	SRG20_CAEEL
F18A1.5	RFA1_CAEEL
Y54C5A.1	
ZK666.12	
K03H9.2	COL75_CAEEL
T13C2.4	
D2062.3	
C50D2.1	
F52C6.3	
ZK1240.6	
Y25C1A.2	
M195.4	
F54H5.5	
ZK546.17	MMAC_CAEEL
D1022.4	
F42G4.6	
M151.8	
C08F1.5	
T27F7.12	
T01E8.7	
C16C8.22	
F27E5.9	
Y54G9A.4	
T24E12.12	
F18A12.6	
E02H1.1	DIM1_CAEEL
F41C3.11	
R06F6.1	SLBP_CAEEL
K09F6.11	
C09H10.6	
C18A3.8	
F35D11.10	
EGAP2.1	
T21B4.8	
T05A7.9	
F09E5.4	SRG69_CAEEL
F35C5.12	
F13H8.10	
R05F9.9	
R09D1.8	
F37H8.7	
C16A11.4	
R03C1.3	
C09H10.4	
T02H6.7	
T07H3.7	
K06A1.6	DGK5_CAEEL
C56E6.7	
F43C11.4	
C04G6.13	
F59G1.3	
T23G7.1	TFDP1_CAEEL
T10D4.14	
F13D12.2	LDH_CAEEL
C27H5.3	
C03H5.9	
F15A4.8	
F53C3.7	
C08B11.5	SF3B4_CAEEL
ZK938.4	
ZK75.2	ILB2_CAEEL
R07G3.6	YRO6_CAEEL
M110.8	
F52C6.12	
C26D10.1	RCC1_CAEEL
E04F6.12	
Y17G7B.10	
B0495.1	SRE1_CAEEL
ZK1248.13	
Y51H7C.10	
Y48C3A.8	
C09E8.1	
T09A5.2	KLP3_CAEEL
T09A5.2	
Y49F6B.3	
K12H6.6	
C17F4.5	
F45E12.6	
Y53F4B.37	
F28C6.6	
F26C11.3	YQU3_CAEEL
F26C11.3	
Y51B9A.8	
F08G2.6	
F56D12.4	
T05C1.2	
F22D3.5	
T07D4.5	
Y57A10C.9	
F45C12.13	
C09G5.2	DPH2_CAEEL
C09G5.2	
C18H9.1	
B0034.1	
C16C8.8	
W10G11.7	
F33G12.4	
T13C2.7	
C16C4.10	
C18E9.2	
ZC239.19	
K07D4.2	
ZK945.8	YS88_CAEEL
Y53F4B.30	
Y48B6A.3	XRN2_CAEEL
ZK970.2	
ZK970.2	CLPP1_CAEEL
Y51H7C.2	
T08E11.7	
Y38E10A.16	
C14A4.14	
F07E5.4	
W03C9.2	
F10C1.3	
K01A2.9	
C01G6.5	YKI5_CAEEL
ZK622.5	
T28D9.10	SMD1_CAEEL
F09E5.1	KPC3_CAEEL
T15H9.6	
F07E5.2	
B0432.13	
ZK546.5	
F28B12.3	VRK1_CAEEL
C16C8.20	
T02H6.4	
F39E9.7	
F16G10.2	
Y54E2A.1	
F07F6.6	
F46F5.4	
C17G10.2	
W07A12.8	
K02E7.4	
Y19D2B.1	
C33F10.4	
F40H3.6	
C38C6.6	
C47G2.3	TIM22_CAEEL
C24H12.12	
Y53F4B.42	
Y51B9A.5	
F35C11.7	
C30B5.3	CPB2_CAEEL
ZK1290.1	
F09C12.7	
W09B6.1	
C29F5.5	
C08H9.18	
B0281.4	
F23F1.8	
F23F1.8	PRS10_CAEEL
C08G5.4	
Y57A10C.8	
F10E7.11	
ZC204.8	
F28B12.6	
F53G2.2	
M01D1.3	
Y38A8.3	
EEED8.14	
F40H3.1	
D2062.5	
C40D2.3	
Y6D1A.1	
T09F3.5	
Y38E10A.25	
Y57G7A.3	
ZK666.4	
ZC204.1	
F10B5.7	
T13C2.3	
F16G10.7	
F49C5.1	
F33A8.1	CWC22_CAEEL
K01A2.12	
C08H9.2	
Y57A10A.35	
E04F6.9	
R09D1.13	
W03C9.3	
F08G2.4	YS0I_CAEEL
C09G5.8	FTM_CAEEL
C09G5.8	
F14E5.2	GSLG1_CAEEL
F14E5.2	
C32D5.4	YQD4_CAEEL
F31D5.3	
ZK1307.6	
F45D11.5	
Y39F10C.2	
F41C3.2	
F10G7.8	
F45C12.14	
F37H8.1	
T24E12.13	
F28C6.5	
W05H5.4	
C46E10.9	
K09F6.7	
F45H10.1	
ZC204.17	
C16C4.14	
T14D7.1	
C04H4.1	
C08H9.3	
C08H9.3	ALG8_CAEEL
T24F1.6	
F54D5.11	
Y62F5A.1	MED8_CAEEL
Y62F5A.1	
Y39G8C.2	
B0228.7	MTAP_CAEEL
Y81G3A.2	
M01D1.9	
C29H12.2	
R52.6	
Y57G7A.10	
F43C11.9	
T05H10.1	
Y57A10A.19	
R12C12.1	
R06F6.12	YRMC_CAEEL
T06D8.7	
F55C12.5	
C52E2.3	
ZK1320.12	
K05F6.6	
C18D1.2	
F31E8.3	
F11G11.14	
K10H10.2	
Y110A2AM.3	
C06A8.7	
W01D2.1	
M151.3	
F59E10.2	CYP4_CAEEL
Y62F5A.12	
F07F6.7	
T02G5.12	
Y43H11AL.2	LAAT1_CAEEL
F28A10.1	
T24H7.1	PHB2_CAEEL
H43E16.1	
C01B12.3	
ZK177.10	TBX35_CAEEL
T15H9.3	HLH6_CAEEL
K10G6.2	
F01D5.10	
C41C4.3	
Y46D2A.3	
F09E5.16	
ZK675.4	YS64_CAEEL
F36H5.4	
F32A5.2	
R03H10.7	
ZC204.14	
Y51H1A.3	
Y39F10B.1	
E04F6.15	
Y51H7BR.7	
T05A7.10	
C49D10.4	
F54D5.5	
Y48B6A.1	BOP1_CAEEL
T11F1.1	
F37B1.7	
C40A11.6	
F58G1.3	
Y17G7B.15	
Y57A10A.8	
W04H10.1	
T05C12.9	
T14B4.3	
F34D6.3	SUP9_CAEEL
F19H8.5	
B0432.14	
C25H3.12	
F49C5.4	
T07D3.6	
F46F5.15	
W02B12.10	TRMB_CAEEL
C33F10.8	
K01C8.6	
F54D12.9	
C52A11.4	
W06A11.4	
ZK892.7	
ZK1248.2	
C28F5.1	YQA1_CAEEL
Y57A10C.3	SRE27_CAEEL
F10E7.3	
T24B8.2	
C17C3.11	
R53.7	
F37B1.8	
C03H5.5	
C08E3.10	
ZK1290.11	YOFB_CAEEL
C29H12.5	
Y51H7C.1	
M176.2	
R06B9.2	
F58E1.5	
T06D4.4	
Y110A2AR.3	
F57C2.4	
C17G10.10	
R05F9.13	MSP19_CAEEL
F53G2.7	
ZK1320.10	NLP11_CAEEL
C44B7.11	YTV2_CAEEL
F45C12.1	
W10D9.6	
F54C9.5	RL5_CAEEL
C07D10.5	
C33C12.5	
C44B7.5	YC4B5_CAEEL
F21H12.1	YQS1_CAEEL
T10B9.2	C13A5_CAEEL
F07H5.13	
R06F6.5	
R06F6.5	NUP53_CAEEL
C34C6.1	SRG15_CAEEL
W08F4.8	CDC37_CAEEL
Y49F6C.7	
ZK430.8	MLT7_CAEEL
Y57A10A.11	
M28.5	NH2L1_CAEEL
Y46G5A.28	
T27D12.2	
W09H1.5	MECR1_CAEEL
K07G6.1	
F18A11.5	
ZK938.5	
T02H6.1	
C09G5.5	COL80_CAEEL
K05F1.5	
F32A5.4	YPP4_CAEEL
F32A5.4	
C01G6.6	MTRR_CAEEL
C01G6.6	
EEED8.6	CBPC6_CAEEL
Y17G7B.6	
C05D12.5	
F14D2.14	
F42G2.3	
F59H6.3	
K02C4.2	
R06F6.9	
R05G9.1	
F07A11.1	
C44B7.9	
C15F1.7	SODC_CAEEL
C15F1.7	
Y53F4B.25	
Y16E11A.1	
C06C3.3	
K05F6.11	
Y1H11.1	
C08H9.14	
F56D12.1	
W07E6.2	
F18C5.2	WRN_CAEEL
H20J04.1	
B0491.4	
Y48B6A.6	
T22C8.3	
C32B5.1	
T09A5.14	
C56C10.7	
C56C10.7	U533_CAEEL
C04G6.1	
C16A11.9	
ZK1240.2	
F59E10.1	ORC2_CAEEL
B0334.5	
C07E3.2	
F56D3.1	
F44F4.2	
EEED8.18	
C33B4.3	
M106.3	
W03C9.6	
T08H4.1	
F41G3.12	
F45C12.6	
F58F12.3	YRB3_CAEEL
F22B5.6	
T13H5.8	
W01C9.1	
C14A4.3	YTH3_CAEEL
K08A2.1	
W02B8.1	
ZK945.9	PKD1_CAEEL
Y27F2A.7	
C47D12.5	
F56D1.6	CEX1_CAEEL
Y25C1A.5	
R09D1.12	
C09F9.2	
F15A4.6	
D2085.7	
W10G11.2	
T01E8.1	
C08B11.1	ZYG11_CAEEL
ZC204.10	
T05A7.5	
W10G11.9	
R06A4.10	
Y38E10A.12	
ZK1240.5	
D2013.9	TTL12_CAEEL
R07C3.4	
ZK1248.14	FZO1_CAEEL
C17G10.6	
C16C8.18	
K10H10.6	
T24H10.5	
C18A3.4	
C18A3.4	OSTA1_CAEEL
ZK84.6	ILB5_CAEEL
F12E12.10	
C49D10.11	
F40F8.9	
Y53F4B.28	
Y110A2AL.13	
T08E11.1	
C56E6.3	
F26C11.4	
W07G1.2	
R06A4.9	
T10D4.11	
D2089.2	
Y49F6A.3	
B0495.5	YP65_CAEEL
T25E4.2	YR02_CAEEL
R07G3.2	
K01C8.1	
F16G10.3	
C50E10.1	
C23H3.4	
C09H10.9	
Y49F6B.5	
F43C11.12	
B0432.8	
ZK1320.5	YS25_CAEEL
AH6.1	GCY1_CAEEL
F27E5.1	YQV1_CAEEL
R12C12.6	
T02G5.9	
T02G5.9	SYK_CAEEL
ZK1127.3	
C32D5.1	YQD1_CAEEL
F49E12.10	
C34C6.5	
C49D10.7	
R07G3.9	
T01D1.7	
C32B5.15	
Y46B2A.1	
Y48C3A.12	
B0334.7	
F28C6.2	
F07E5.9	
F52H3.5	TTC36_CAEEL
F21H12.7	
ZK131.7	
F40H7.12	
B0304.5	SRA32_CAEEL
E02H1.5	YQN5_CAEEL
B0454.9	
Y53F4B.21	
C40A11.10	
C16C8.11	
F59B10.5	YSR5_CAEEL
K02F6.9	
T25D10.3	SPP11_CAEEL
F33H12.1	
R10H1.2	
R10H1.2	SRABE_CAEEL
W01D2.6	
D2085.2	
C50E10.5	
H41C03.2	
F33H1.2	G3P4_CAEEL
T25D10.4	YSW4_CAEEL
R03D7.7	
D1022.9	
ZK669.4	
T09A5.10	LIN5_CAEEL
K10H10.10	
C18A3.7	
T21B4.2	
C08E3.8	
W04H10.6	
ZK177.1	YS41_CAEEL
E04F6.2	
F09E5.7	
Y54E2A.5	
H20J04.8	RU2A_CAEEL
T26C5.5	
Y57A10A.24	
C17A2.1	
F43G6.1	
C34F11.4	MSP19_CAEEL
K07E8.1	
F56D1.4	
F49E12.8	
C05C10.8	
F54C9.14	
ZK930.4	
C29F5.2	
T13H5.5	
F35D11.9	
ZC239.4	
F22E5.12	
R52.9	
ZK355.6	
K10B4.4	
K01A2.5	
C41H7.7	
F59E12.1	
F34D6.8	
K07E8.7	YK27_CAEEL
Y8A9A.6	
Y49F6B.8	
T26C5.3	
Y48C3A.3	
F52H3.2	YT32_CAEEL
C09E8.4	
K02E7.7	
R06B9.5	
F12E12.4	
Y53C12A.3	
T05B9.1	
T13B5.7	
Y48B6A.14	
F10B5.4	TUB1_CAEEL
C14A4.11	
R05H5.1	SRD2_CAEEL
T10B9.8	C13A1_CAEEL
F44G4.7	
T09A5.6	MED10_CAEEL
F32A11.1	
Y46G5A.5	
ZK546.11	
T23F4.5	
Y25C1A.10	
F01D5.7	
B0286.2	
C32B5.10	
T21B4.5	
E02H1.8	
F54F11.1	
D1069.3	
M176.7	KIN16_CAEEL
ZK945.4	YS84_CAEEL
M110.2	
F27E5.8	YQV8_CAEEL
C08F1.1	
W10D9.1	
F36H5.14	
F54B3.1	
F46C5.10	
T07D3.9	
ZK177.8	YS48_CAEEL
ZK177.8	
T24H7.5	
Y49F6B.13	
F45E12.2	
F10B5.9	
Y57A10A.29	SDHF2_CAEEL
ZK892.4	YS74_CAEEL
F11G11.11	
B0228.1	YP71_CAEEL
2L52.1	
T05C1.3	
Y53F4B.16	
C06A8.2	
F58E1.12	
C32D5.12	
F26G1.4	
F18C5.8	SRA29_CAEEL
W07E6.4	
Y48E1B.14	
B0334.13	
F11G11.7	
F22E5.20	
F22E5.9	
F29A7.5	
T24F1.2	
C34C6.8	HM07_CAEEL
K08F8.4	
K08F8.4	PH4H_CAEEL
C32D5.8	
K09E4.6	CPG7_CAEEL
C26D10.5	
F18A1.6	
F58E1.8	
Y53F4B.33	
ZK673.6	YS56_CAEEL
W10G11.20	
C01G6.1	
F02E11.5	
F59G1.7	FRDA_CAEEL
Y49F6C.4	
F18A1.1	
T28D9.4	YSX4_CAEEL
T28D9.4	
F43E2.3	
Y38E10A.19	
W01G7.1	
C17F4.2	
T24E12.8	
C41D7.2	
T23F4.4	NAS27_CAEEL
M151.4	
T01E8.6	RT14_CAEEL
F59G1.2	
F21H12.5	FBF2_CAEEL
F44E5.2	
ZK1307.3	YS13_CAEEL
F36H5.9	
F41C3.6	
T24B8.7	
C52E2.6	
F40H3.5	
R05F9.8	MSP33_CAEEL
F59H6.6	
C41C4.1	YQG1_CAEEL
ZK938.2	
Y39F10A.2	
K04B12.3	SMG8_CAEEL
C14A4.5	
F45H10.4	
B0491.8	
ZC204.13	
R05G9.5	
F28A10.4	
C16C4.18	
Y8A9A.2	
F18C5.4	
W01G7.4	
R06A4.4	
F26C11.2	UNC4_CAEEL
Y48B6A.8	
R03H10.5	
F53G2.6	
F59E12.5	
F16G10.14	
W06B4.1	
C47D12.4	
C01G12.10	
C16D2.1	
C33C12.11	
F21D12.2	
Y53C12A.4	MO25M_CAEEL
B0454.2	
ZK971.1	
R12C12.4	
T05A7.6	
W03C9.7	
F23F1.3	
C41H7.4	
Y38E10A.4	
Y48E1B.11	
T27A1.5	
W10G11.4	
T05C12.10	
F12E12.11	
T10D4.15	
Y54E2A.9	
T19D12.5	
C18E9.9	
F35H8.3	
ZK1127.6	
T16A1.1	
F39E9.2	
F58A6.1	
Y14H12B.2	
ZK1127.12	
Y17G7B.3	
C25H3.9	
F31D5.6	
F14D2.17	
C16A11.1	GPA11_CAEEL
Y81G3A.3	
F13H8.8	
T06D8.2	
ZC239.6	
B0454.8	
F35D2.2	
C34F11.6	MSP49_CAEEL
Y57A10A.30	IF4E5_CAEEL
F35C11.2	
D2062.8	
F10E7.7	RL35A_CAEEL
H12I13.6	
C08H9.7	
ZK666.3	
T07H3.10	
K02F6.4	
M05D6.5	
B0432.12	
Y54G11A.3	
C17C3.2	
F14D2.4	
C27D6.4	
Y46E12BL.2	
F43E2.2	
C25H3.11	
F46F5.9	
F44G4.3	
W03H9.1	
W07E6.3	SMSR2_CAEEL
W01D2.4	
D2089.1	
D2089.1	RSP7_CAEEL
C46E10.5	
Y17G7A.1	
F54B3.4	
F59E12.12	
B0491.3	
F34D6.6	
K02E7.1	
ZK938.10	
F41G3.19	
ZK355.4	
K10B2.2	YSS2_CAEEL
K10B2.2	
Y53F4B.29	
C27A2.1	
C17F4.11	
ZK20.3	
T08E11.5	
F42G2.6	
C01G6.2	
ZC239.7	
C08E3.12	
R03H10.2	
F46F5.14	
F40F8.3	
F56D12.5	
Y27F2A.3	
C33B4.4	
R52.7	
C29H12.1	
F49E12.2	
F45E10.1	
F45E10.1	UNC53_CAEEL
C17C3.18	
Y57A10A.14	
H17B01.1	
F41C3.3	
W05H5.8	
F14F11.1	
Y46G5A.7	
F46C5.3	NAS25_CAEEL
ZK1067.6	SYM2_CAEEL
Y51H7C.6	COG4_CAEEL
Y51H7C.6	
F58G1.2	
Y54G11A.12	
ZK1290.6	
T01B7.6	
ZC101.2	
ZC101.2	UNC52_CAEEL
Y51B9A.14	
F44G4.8	
F22E5.11	
W04H10.4	
K02A2.2	SRD55_CAEEL
ZK930.6	
C26D10.3	
EEED8.12	YQOC_CAEEL
K12D12.2	
F54D5.2	
F12E12.7	
ZK1320.1	GSTK1_CAEEL
F35D11.3	TMCO4_CAEEL
W09G10.6	
F40F8.1	
T02H6.8	
T05C12.5	
ZK20.4	SELR1_CAEEL
C07E3.10	
F07A11.5	
F16G10.9	
R09D1.3	
B0281.1	
F10C1.8	
F55C12.4	
B0304.7	SRA34_CAEEL
Y46G5A.31	GYS_CAEEL
ZK673.4	YS54_CAEEL
F43G6.10	
ZC204.5	SRH72_CAEEL
F58E1.4	
T07D3.3	
F08D12.7	
C24H12.2	
K02C4.5	
F54A3.4	
F08D12.4	
F08G2.3	
W06B4.3	
R07C3.15	
EEED8.16	YQOE_CAEEL
M05D6.1	
F33A8.7	
F48A11.2	
F35D2.5	
F35D2.5	SYD1_CAEEL
M01D1.7	
F37B12.2	GSH1_CAEEL
C08E3.11	
M02G9.3	
C47D12.1	
C16C4.4	
F52C6.11	
ZK675.3	
C28F5.2	GLOB9_CAEEL
EGAP2.2	
F40H7.2	
C50D2.2	
ZK546.4	
C07E3.8	
F54D12.6	
Y57A10C.7	
K12H6.12	
C08F1.4	
F31E8.2	
F31E8.2	SYT1_CAEEL
D2013.5	
C16D2.2	
C32B5.6	
F33H12.4	
F57C2.3	
T19D12.1	
B0286.5	
C09H10.3	
Y54G9A.5	
T06D4.3	
DH11.2	
ZK892.6	YS76_CAEEL
K05F6.3	
C27D6.12	
Y54G9A.3	
W08F4.3	
R07G3.7	YRO7_CAEEL
R07G3.7	
Y39G8B.9	
F09E5.3	DEOC_CAEEL
C24H12.7	
Y46G5A.13	
B0432.9	
T10D4.7	
M28.2	
T21B10.7	TCPB_CAEEL
F54H5.4	
ZK970.1	
AH6.7	SRA3_CAEEL
F22E5.2	
Y46G5A.20	
Y25C1A.1	
F53C3.8	
Y9D1A.1	
F12A10.9	
T15H9.5	YRY5_CAEEL
M110.9	
Y51B9A.3	
ZK622.4	
C27H5.2	
F29A7.7	
Y38E10A.15	
W08F4.10	
C17F4.4	
C14A4.15	
K07D4.3	PSDE_CAEEL
W10D9.4	
F33G12.3	
Y17G7B.19	
C09H10.5	
B0495.9	YP69_CAEEL
Y17G7B.8	
K09E4.1	
F58G1.9	
F45E12.5	
C33C12.7	
F10G7.6	
ZK131.1	H4_CAEEL
T07D3.4	
T24E12.11	
F14D2.11	
F28B12.1	
T24E12.1	
C08B11.4	NRF6_CAEEL
T09A5.3	ACR7_CAEEL
Y54E2A.2	SMG9_CAEEL
T02H6.3	
F07E5.5	
K05F1.9	
D1022.3	
B0495.2	YP62_CAEEL
C34C6.7	
K08A2.5	
F32A11.3	
Y48E1B.16	
Y48B6A.12	
C08F1.11	
F59A6.1	
Y51H7C.3	
F10B5.5	PCH2_CAEEL
Y38F1A.10	
K05F6.4	
C52E2.7	
R05H5.5	
C17G10.5	
F41G3.6	
C14A4.2	
T09A5.8	YNZ8_CAEEL
F22D3.4	YUK4_CAEEL
T11F1.6	
C09E8.2	
C16C8.21	
F10C1.2	IFB1_CAEEL
F10C1.2	
F28C6.8	
C07H4.1	
F43C11.5	
T24H10.1	TFS2_CAEEL
F11G11.3	GST6_CAEEL
C27A2.2	
C27A2.2	RL22_CAEEL
F13D12.9	
T10B9.14	
T19H5.1	
T11F1.3	
Y43F11A.5	
F13H8.1	
C44C11.6	
F09E5.12	
F15A4.12	
F56D1.2	YSO2_CAEEL
K10B2.3	CLC88_CAEEL
K10B2.3	
C01G12.2	
W08F4.9	
F08D12.10	
EEED8.4	YQO4_CAEEL
R53.2	KTHY_CAEEL
ZK1290.13	
T22C8.6	
Y9C2UA.1	
T27F7.3	
F53C3.4	
C30G12.4	YQB4_CAEEL
C09G5.13	
M151.9	
F45D11.15	
ZK250.9	
Y47G7B.3	
C49D10.2	
M28.8	
F09C12.1	
F54C9.4	
Y53F4B.36	
ZK84.1	
F37H8.6	
R03D7.8	
C08B11.6	ARP6_CAEEL
C54A12.2	
T28D9.7	DEGZ_CAEEL
Y48E1C.2	
F57G9.4	SRE29_CAEEL
C25H3.17	
Y57A10B.4	
R05G9R.1	
Y53C12B.7	
C17G10.8	
C01G12.8	
C17C3.9	
F29C12.5	BAT45_CAEEL
ZK131.10	H2A_CAEEL
Y53F4B.22	
K07D4.7	
Y57A10A.27	
F54D10.8	
H20J04.4	
Y39G8B.4	
F18A12.1	
F44F4.3	
F07H5.7	
C56C10.4	
F26G1.10	
F46F5.11	
F40H7.4	
ZK84.3	ILB6_CAEEL
T23B7.2	
T14B4.9	
Y51H7BR.2	
B0252.2	ASM1_CAEEL
R05H10.5	GPX2_CAEEL
C29F5.3	
F47F6.3	
R53.8	
F01D5.5	
T09A5.11	OST48_CAEEL
F07H5.10	
C03H5.7	
ZK177.3	
C04G6.6	
Y57A10A.20	SIN1_CAEEL
Y48C3A.7	
T08H4.3	
Y110A2AR.1	
F43E2.6	
T14B4.5	
T05B9.2	
W09G10.1	
R11F4.3	
K03H9.3	
E01G4.4	
T16D1.2	
C47D12.8	
Y110A2AL.12	
R07C3.1	
R07C3.12	
F54D12.3	
C32B5.5	
C08H9.13	
T01B7.3	
Y54G9A.10	
F22B5.5	
F19B10.11	
ZK1321.1	YS31_CAEEL
C06A8.6	
C47G2.8	
R07C3.7	
C23H3.1	
F19B10.2	
C49D10.8	
W08F4.2	
C44B7.7	
T01B7.13	
R06B9.1	
F02E11.2	
W05H5.5	
W02B12.7	
C03H5.1	
H12I13.1	
K02A2.5	YRD5_CAEEL
ZK177.11	
K10B2.4	ASTER_CAEEL
E04F6.14	
C24H12.6	
F45C12.3	
F59E12.9	
F10G7.10	
F08D12.8	
F36H5.1	
F19B10.3	
T09F3.4	
ZK250.8	
ZK1290.12	WRT1_CAEEL
F36H5.5	
ZK1320.13	
R05F9.12	
K01C8.5	
C09G5.6	BLI1_CAEEL
W10D9.5	
K06A1.3	
F26G1.1	
T07H3.8	
T25D3.3	
T07D3.5	
ZK430.3	
ZK430.7	
W02B12.11	
T24B8.3	
M176.6	KIN15_CAEEL
M176.6	
K02F6.1	
C27D6.9	SRB2_CAEEL
F40F8.10	RS9_CAEEL
T05A7.11	
F40H7.7	
W10G11.17	
T24E12.2	
B0252.1	
ZK970.6	
F15D4.3	
H32K21.1	
ZC239.10	
ZK1307.7	
C33C12.4	
C30B5.6	
F37H8.2	
C05C10.2	
C05C10.2	YQ12_CAEEL
C50E10.2	
C33C12.10	
T27D12.3	
ZK938.6	
F40F8.8	
M05D6.8	
F07A11.2	
F10C1.9	
Y17G7B.7	TPIS_CAEEL
F33A8.10	
K09E4.2	
Y49F6C.8	
T10B9.3	C13A6_CAEEL
F59H6.14	
C26D10.4	
F57F10.1	
B0491.7	
Y14H12A.2	
K01C8.2	
C06C3.6	
F09E5.17	
F49C5.10	
R06A4.8	
C41D7.1	
F35C5.9	
EEED8.7	RSP4_CAEEL
EEED8.7	
M110.4	
K05F6.12	
C15F1.8	
C47D12.7	
C50D2.10	
M110.3	
R05G9.2	
C07D10.4	NAS7_CAEEL
C34C6.2	
C17A2.4	
F36H5.10	
Y51B9A.9	
F22E5.4	
C07D10.3	
C05D12.4	
ZC239.13	
F46F5.12	
F35H8.7	PMY11_CAEEL
F43E2.7	
K05F1.8	
ZK1240.11	
W09H1.6	LEC1_CAEEL
W09H1.6	
Y46G5A.34	
F33A8.9	
T19D12.9	
C15F1.2	
Y53F4B.26	
F43G6.5	
M03A1.6	
E04D5.1	EIF2A_CAEEL
E04D5.1	
F41G3.3	
Y46G5A.29	
C46F9.2	
K08A2.4	
F10G7.7	
C31C9.1	
C06A1.1	TERA1_CAEEL
F46C5.6	
Y43H11AL.1	
R52.3	
Y6D1A.2	
F16G10.15	
M02G9.2	
ZC204.9	
C47G2.4	LMBD2_CAEEL
C33F10.9	MSP19_CAEEL
Y46G5A.17	
ZK1127.11	HIM14_CAEEL
C16C8.12	
Y38E10A.26	
F31D5.2	
F14E5.3	
Y48E1C.4	
C01G6.7	
Y48B6A.4	ACH8_CAEEL
R05H5.2	
B0281.5	
F23F1.7	
ZK666.7	
W02B12.2	RSP2_CAEEL
M176.10	
D1069.2	
C01F1.6	
W09B6.2	
F32A5.5	
C18A3.3	EBP2_CAEEL
C44B7.2	
F26H11.4	
C47G2.5	
Y57A10A.10	
Y52E8A.4	
T12C9.7	
C26D10.7	
Y39F10C.1	
F46F5.6	
E04F6.6	
F28A10.8	
R06F6.11	TG209_CAEEL
Y17G7B.23	
T05C1.4	
C16C8.7	
Y54G11A.15	
F41C3.7	
R09D1.5	
F01D5.6	
F13D12.8	
F43G6.9	PATR1_CAEEL
T02G5.6	
B0034.2	
ZK1248.20	
F16G10.8	
W03C9.4	
C18E9.5	
C16C4.3	
T01H3.3	
B0228.8	YP78_CAEEL
ZK1290.7	
F33G12.2	
ZK666.15	
C08H9.1	YXD2_CAEEL
C33F10.11	
T05C12.8	
Y62F5A.9	
C17C3.12	
T05H10.2	APN1_CAEEL
F10B5.8	
K10H10.1	
B0495.6	YP66_CAEEL
F45C12.11	
C41H7.8	
R06F6.2	VPS11_CAEEL
C14A4.9	
Y46D2A.2	
Y53F4B.32	
F54D5.12	
C32B5.16	
C06C3.10	
Y39F10A.1	
Y49F6A.5	
T19D12.2	
C08H9.4	
W10G11.12	
F59B10.4	YSR4_CAEEL
F59B10.4	
T02G5.11	
C04H5.8	
C52A11.3	YQJ3_CAEEL
C16C4.13	
B0457.4	
T21B4.17	
F49E12.5	
F49E12.5	SRA13_CAEEL
ZK1307.4	YS14_CAEEL
F13H8.11	
ZK355.7	
C17C3.6	
C27A2.5	
Y53F4B.1	
F28C6.4	
F16G10.4	
K07E8.11	
T24H7.2	
ZK1290.2	
Y59C2A.3	
F07F6.8	
F11G11.13	
F34D6.7	
ZK930.3	
F12A10.4	
C17C3.20	
H12I13.4	FBF1_CAEEL
F12E12.3	
E04F6.11	
F07F6.1	YQP1_CAEEL
K01A2.8	
T05A6.6	
Y46E12BL.1	
F59H5.1	
C52E12.6	
K10B4.3	MELT_CAEEL
C34F11.3	
T28D9.11	YSXB_CAEEL
F18A12.7	
T10B9.7	C13A2_CAEEL
T15H9.2	YRY2_CAEEL
AH6.10	SRA6_CAEEL
AH6.17	
Y46G5A.2	
Y49F6B.12	
T05H10.5	UBE4_CAEEL
T05H10.5	
Y17G7B.14	
F56D1.5	DHS5_CAEEL
R06B9.4	
C27H5.7	
C18H9.8	
Y49F6B.9	
ZK673.7	TNNC2_CAEEL
F35C11.5	
W06A11.1	
T09A5.7	YNZ7_CAEEL
F32A11.2	
K02F6.8	
Y54G9A.9	
F21D12.5	
D2062.2	
K05F1.3	
F49C5.9	
C33F10.7	
F10B5.1	RL10_CAEEL
C01G12.11	
Y54G11A.7	
F23F1.9	
D2062.12	
T28D9.2	RSP5_CAEEL
T28D9.2	
F42A8.3	YR53_CAEEL
Y46G5A.4	U520_CAEEL
ZK930.2	
B0047.4	
W09G10.5	
C16C4.6	
C30G12.3	YQB3_CAEEL
D2089.3	
D2085.6	
Y38E10A.9	
F39E9.4	
T24E12.5	
F49C5.2	
K08F8.5	
Y53F4B.17	
B0286.1	YWQ1_CAEEL
Y16E11A.2	
C17C3.15	
Y48B6A.13	
F33A8.2	
C25H3.4	
F58G1.6	
F59H6.7	
Y53F4B.13	MTR1_CAEEL
Y53F4B.13	
C17F4.8	
Y38F1A.3	
T28D9.3	YSX3_CAEEL
T28D9.3	
H17B01.4	
F54H5.3	
T05C12.1	
F59A6.4	
K10G6.5	
R153.1	
R153.1	PDE4_CAEEL
F33H1.3	YQW3_CAEEL
Y38E10A.22	
F58E1.9	
F45E12.1	CNEP1_CAEEL
C38C6.5	
F29A7.4	
T10D4.3	
ZK945.1	LACT2_CAEEL
F58E1.11	
K12H6.7	
F54C9.3	
Y25C1A.11	
F14D2.15	
W01G7.5	LEM2_CAEEL
F35C5.6	
F19B10.6	
Y57A10A.2	
C46E10.1	
C08G5.1	
Y27F2A.8	
ZK1240.3	
F09C12.8	
C56E6.2	
Y48B6A.7	
W07A12.4	
C04G6.2	
K12H6.4	
