ensembl_gene_id	uniprot_swissprot
ENSG00000118900	UBN1_HUMAN
ENSG00000167619	
ENSG00000123975	CKS2_HUMAN
ENSG00000186448	ZN197_HUMAN
ENSG00000113100	CADH9_HUMAN
ENSG00000144021	CIAO1_HUMAN
ENSG00000127054	INT11_HUMAN
ENSG00000113100	
ENSG00000260150	
ENSG00000215020	
ENSG00000147180	ZN711_HUMAN
ENSG00000260150	ZMY11_HUMAN
ENSG00000262845	
ENSG00000100997	ABD12_HUMAN
ENSG00000198040	
ENSG00000184363	
ENSG00000147180	
ENSG00000262845	K1C40_HUMAN
ENSG00000139641	
ENSG00000198040	ZNF84_HUMAN
ENSG00000221983	
ENSG00000108786	DHB1_HUMAN
ENSG00000106803	
ENSG00000167755	
ENSG00000196408	NOXO1_HUMAN
ENSG00000108786	
ENSG00000165388	ZN488_HUMAN
ENSG00000135597	REPS1_HUMAN
ENSG00000236873	PLCA_HUMAN
ENSG00000136045	PWP1_HUMAN
ENSG00000165388	
ENSG00000141756	
ENSG00000136045	
ENSG00000135597	
ENSG00000106803	SC61B_HUMAN
ENSG00000105640	RL18A_HUMAN
ENSG00000168813	ZN507_HUMAN
ENSG00000151500	THYN1_HUMAN
ENSG00000105640	
ENSG00000185585	
ENSG00000232112	TMA7_HUMAN
ENSG00000262208	HYAL1_HUMAN
ENSG00000086848	ALG9_HUMAN
ENSG00000171928	TV23B_HUMAN
ENSG00000146147	
ENSG00000206315	PBX2_HUMAN
ENSG00000184363	PKP3_HUMAN
ENSG00000183023	NAC1_HUMAN
ENSG00000244005	NFS1_HUMAN
ENSG00000160593	JAML1_HUMAN
ENSG00000095383	TBD2A_HUMAN
ENSG00000266953	
ENSG00000262208	
ENSG00000136108	
ENSG00000126775	BAKOR_HUMAN
ENSG00000183023	
ENSG00000171928	
ENSG00000268327	CO031_HUMAN
ENSG00000167004	PDIA3_HUMAN
ENSG00000168813	
ENSG00000127054	
ENSG00000178896	EXOS4_HUMAN
ENSG00000196408	
ENSG00000178896	
ENSG00000177697	CD151_HUMAN
ENSG00000130204	
ENSG00000185585	OLM2A_HUMAN
ENSG00000099246	RAB18_HUMAN
ENSG00000167004	
ENSG00000171989	LDH6B_HUMAN
ENSG00000122194	
ENSG00000206240	2B1B_HUMAN
ENSG00000206240	2B1E_HUMAN
ENSG00000206240	2B13_HUMAN
ENSG00000206240	2B1C_HUMAN
ENSG00000206240	2B1D_HUMAN
ENSG00000206240	2B18_HUMAN
ENSG00000177697	
ENSG00000260314	MRC1_HUMAN
ENSG00000206315	
ENSG00000160593	
ENSG00000151882	CCL28_HUMAN
ENSG00000099246	
ENSG00000168452	
ENSG00000225516	
ENSG00000139636	
ENSG00000175097	RAG2_HUMAN
ENSG00000164236	
ENSG00000175097	
ENSG00000187068	CC070_HUMAN
ENSG00000268091	
ENSG00000225899	FRG2B_HUMAN
ENSG00000166402	
ENSG00000139438	F222A_HUMAN
ENSG00000164236	AN33B_HUMAN
ENSG00000151882	
ENSG00000168056	LTBP3_HUMAN
ENSG00000104517	UBR5_HUMAN
ENSG00000257473	
ENSG00000179314	
ENSG00000166402	TUB_HUMAN
ENSG00000238074	
ENSG00000082397	E41L3_HUMAN
ENSG00000157470	
ENSG00000127980	
ENSG00000104517	
ENSG00000125637	PSD4_HUMAN
ENSG00000180891	CUED1_HUMAN
ENSG00000267060	
ENSG00000136108	CKAP2_HUMAN
ENSG00000151806	GUF1_HUMAN
ENSG00000137397	TRI31_HUMAN
ENSG00000174007	CEP19_HUMAN
ENSG00000244242	
ENSG00000270467	
ENSG00000205085	F71F2_HUMAN
ENSG00000174007	
ENSG00000141756	FKB10_HUMAN
ENSG00000151806	
ENSG00000157470	FA81A_HUMAN
ENSG00000040933	INP4A_HUMAN
ENSG00000267819	
ENSG00000164304	CAGE1_HUMAN
ENSG00000268688	
ENSG00000187730	GBRD_HUMAN
ENSG00000257962	
ENSG00000159314	
ENSG00000116254	CHD5_HUMAN
ENSG00000112208	BAG2_HUMAN
ENSG00000263160	TM50B_HUMAN
ENSG00000112208	
ENSG00000068985	PAGE1_HUMAN
ENSG00000040933	
ENSG00000205085	
ENSG00000180891	
ENSG00000116254	
ENSG00000159314	RHG27_HUMAN
ENSG00000065243	
ENSG00000112977	DAP1_HUMAN
ENSG00000125637	
ENSG00000179314	WSCD1_HUMAN
ENSG00000244242	IFM10_HUMAN
ENSG00000109062	
ENSG00000267060	PTG3L_HUMAN
ENSG00000263160	
ENSG00000198759	EGFL6_HUMAN
ENSG00000182645	CC172_HUMAN
ENSG00000112977	
ENSG00000127980	PEX1_HUMAN
ENSG00000138080	EMIL1_HUMAN
ENSG00000262773	
ENSG00000146147	MLIP_HUMAN
ENSG00000138080	
ENSG00000144655	CSRN1_HUMAN
ENSG00000113790	ECHP_HUMAN
ENSG00000070761	CP080_HUMAN
ENSG00000262773	NOSTN_HUMAN
ENSG00000131013	PPIL4_HUMAN
ENSG00000122194	PLMN_HUMAN
ENSG00000131013	
ENSG00000263101	KRA33_HUMAN
ENSG00000168056	
ENSG00000197077	K1671_HUMAN
ENSG00000271178	
ENSG00000005981	ASB4_HUMAN
ENSG00000259680	
ENSG00000132356	AAPK1_HUMAN
ENSG00000070761	
ENSG00000088926	FA11_HUMAN
ENSG00000187908	DMBT1_HUMAN
ENSG00000168452	PPT2_HUMAN
ENSG00000236424	
ENSG00000179755	YP021_HUMAN
ENSG00000213551	DNJC9_HUMAN
ENSG00000088926	
ENSG00000109062	NHRF1_HUMAN
ENSG00000152669	CCNO_HUMAN
ENSG00000226225	RS18_HUMAN
ENSG00000164304	
ENSG00000113790	
ENSG00000182521	TBPL2_HUMAN
ENSG00000126550	HIS1_HUMAN
ENSG00000130856	
ENSG00000182521	
ENSG00000131652	THOC6_HUMAN
ENSG00000127483	HP1B3_HUMAN
ENSG00000124570	SPB6_HUMAN
ENSG00000170471	RLGPB_HUMAN
ENSG00000221932	HEPN1_HUMAN
ENSG00000266134	WISP3_HUMAN
ENSG00000136205	TENS3_HUMAN
ENSG00000266134	
ENSG00000126249	PDD2L_HUMAN
ENSG00000151881	CE028_HUMAN
ENSG00000170471	
ENSG00000164292	
ENSG00000137168	PPIL1_HUMAN
ENSG00000140471	
ENSG00000268805	
ENSG00000187908	
ENSG00000132356	
ENSG00000272500	T2R10_HUMAN
ENSG00000070444	MNT_HUMAN
ENSG00000267857	
ENSG00000187672	ERC2_HUMAN
ENSG00000206075	SPB5_HUMAN
ENSG00000127483	
ENSG00000163359	CO6A3_HUMAN
ENSG00000143891	GALM_HUMAN
ENSG00000206075	
ENSG00000126249	
ENSG00000130856	ZN236_HUMAN
ENSG00000263296	KRA32_HUMAN
ENSG00000143891	
ENSG00000151881	
ENSG00000233931	
ENSG00000070444	
ENSG00000137397	
ENSG00000176714	CC121_HUMAN
ENSG00000248485	PC4L1_HUMAN
ENSG00000271813	T2R13_HUMAN
ENSG00000262068	KRA31_HUMAN
ENSG00000140600	SH3G3_HUMAN
ENSG00000130204	TOM40_HUMAN
ENSG00000176714	
ENSG00000183775	KCD16_HUMAN
ENSG00000140600	
ENSG00000111640	G3P_HUMAN
ENSG00000110721	CHKA_HUMAN
ENSG00000197938	OR5H2_HUMAN
ENSG00000104626	ERI1_HUMAN
ENSG00000054938	
ENSG00000187672	
ENSG00000110721	
ENSG00000259777	S39AC_HUMAN
ENSG00000088888	MAVS_HUMAN
ENSG00000082397	
ENSG00000104626	
ENSG00000232535	
ENSG00000164292	RHBT3_HUMAN
ENSG00000111640	
ENSG00000183513	COA5_HUMAN
ENSG00000261862	KRA15_HUMAN
ENSG00000256269	
ENSG00000228300	CS024_HUMAN
ENSG00000196098	OR5K4_HUMAN
ENSG00000159618	GP114_HUMAN
ENSG00000124429	
ENSG00000228859	
ENSG00000002745	
ENSG00000226660	
ENSG00000183513	
ENSG00000228300	
ENSG00000187959	CPS4L_HUMAN
ENSG00000065243	PKN2_HUMAN
ENSG00000187959	
ENSG00000206536	OR5K3_HUMAN
ENSG00000263242	KRA14_HUMAN
ENSG00000237702	
ENSG00000002745	WNT16_HUMAN
ENSG00000102243	VGLL1_HUMAN
ENSG00000211710	
ENSG00000102243	
ENSG00000139636	LMBRL_HUMAN
ENSG00000266159	TSG13_HUMAN
ENSG00000214708	
ENSG00000088888	
ENSG00000188305	CS035_HUMAN
ENSG00000163359	
ENSG00000071203	
ENSG00000228859	LY66C_HUMAN
ENSG00000262347	KRA13_HUMAN
ENSG00000266159	
ENSG00000214688	
ENSG00000232382	OR5K1_HUMAN
ENSG00000140471	LINES_HUMAN
ENSG00000188403	
ENSG00000214688	CJ105_HUMAN
ENSG00000271999	PRPC_HUMAN
ENSG00000071203	M4A12_HUMAN
ENSG00000110944	IL23A_HUMAN
ENSG00000158887	MYP0_HUMAN
ENSG00000262808	KRA11_HUMAN
ENSG00000222022	
ENSG00000168140	VASN_HUMAN
ENSG00000188305	
ENSG00000257436	
ENSG00000214753	HNRL2_HUMAN
ENSG00000257814	
ENSG00000234920	VATG2_HUMAN
ENSG00000131050	BPIA2_HUMAN
ENSG00000133742	CAH1_HUMAN
ENSG00000123453	SARDH_HUMAN
ENSG00000179604	BORG4_HUMAN
ENSG00000262103	T2R14_HUMAN
ENSG00000261852	KRA21_HUMAN
ENSG00000125618	PAX8_HUMAN
ENSG00000133742	
ENSG00000204590	GNL1_HUMAN
ENSG00000179604	
ENSG00000183318	SPDE4_HUMAN
ENSG00000123453	
ENSG00000087074	PR15A_HUMAN
ENSG00000259490	
ENSG00000162222	
ENSG00000087074	
ENSG00000075043	KCNQ2_HUMAN
ENSG00000270961	
ENSG00000158887	
ENSG00000141252	VPS53_HUMAN
ENSG00000183318	
ENSG00000141252	
ENSG00000262731	
ENSG00000187533	CD040_HUMAN
ENSG00000204590	
ENSG00000271317	
ENSG00000100053	CRBB3_HUMAN
ENSG00000162222	TTC9C_HUMAN
ENSG00000100053	
ENSG00000075043	
ENSG00000115446	UNC50_HUMAN
ENSG00000186314	PRLD2_HUMAN
ENSG00000115446	
ENSG00000270783	
ENSG00000169208	O10G3_HUMAN
ENSG00000206538	VGLL3_HUMAN
ENSG00000271197	
ENSG00000061936	SFSWA_HUMAN
ENSG00000171241	SHCBP_HUMAN
ENSG00000271336	
ENSG00000121207	
ENSG00000206538	
ENSG00000187533	
ENSG00000116251	
ENSG00000186314	
ENSG00000124429	POF1B_HUMAN
ENSG00000229346	TRI10_HUMAN
ENSG00000171241	
ENSG00000164053	
ENSG00000033030	ZCHC8_HUMAN
ENSG00000138653	NDST4_HUMAN
ENSG00000255569	
ENSG00000145050	MANF_HUMAN
ENSG00000061936	
ENSG00000121207	LRAT_HUMAN
ENSG00000168418	KCNG4_HUMAN
ENSG00000083454	
ENSG00000244752	CRBB2_HUMAN
ENSG00000033030	
ENSG00000145050	
ENSG00000118523	CTGF_HUMAN
ENSG00000109065	NAT9_HUMAN
ENSG00000227317	
ENSG00000229346	
ENSG00000144848	ATG3_HUMAN
ENSG00000138653	
ENSG00000204385	CTL4_HUMAN
ENSG00000215405	GG6L6_HUMAN
ENSG00000185156	MFS6L_HUMAN
ENSG00000266728	
ENSG00000204385	
ENSG00000255582	O10G2_HUMAN
ENSG00000137947	TF2B_HUMAN
ENSG00000231861	OR5K2_HUMAN
ENSG00000118137	APOA1_HUMAN
ENSG00000137947	
ENSG00000197734	CN178_HUMAN
ENSG00000145362	
ENSG00000187742	SEBP2_HUMAN
ENSG00000118137	
ENSG00000268343	
ENSG00000083454	P2RX5_HUMAN
ENSG00000224336	
ENSG00000185022	MAFF_HUMAN
ENSG00000076604	TRAF4_HUMAN
ENSG00000185022	
ENSG00000131059	BPIA3_HUMAN
ENSG00000197734	
ENSG00000076604	
ENSG00000125618	
ENSG00000131375	
ENSG00000183704	SL9P1_HUMAN
ENSG00000102890	
ENSG00000236346	IKBL1_HUMAN
ENSG00000119508	NR4A3_HUMAN
ENSG00000269117	
ENSG00000187742	
ENSG00000103175	WFDC1_HUMAN
ENSG00000107738	GI24_HUMAN
ENSG00000109065	
ENSG00000116251	RL22_HUMAN
ENSG00000258674	
ENSG00000107738	
ENSG00000227317	DDAH2_HUMAN
ENSG00000054938	CRDL2_HUMAN
ENSG00000168487	BMP1_HUMAN
ENSG00000211734	
ENSG00000203837	LIPR3_HUMAN
ENSG00000102890	ELMO3_HUMAN
ENSG00000173281	PPR3B_HUMAN
ENSG00000067606	KPCZ_HUMAN
ENSG00000186866	OFUT2_HUMAN
ENSG00000144848	
ENSG00000067606	
ENSG00000257374	
ENSG00000211706	
ENSG00000264528	TBE_HUMAN
ENSG00000166800	LDH6A_HUMAN
ENSG00000211707	
ENSG00000151962	
ENSG00000165973	
ENSG00000100359	
ENSG00000151962	RBM46_HUMAN
ENSG00000213658	
ENSG00000139641	ESYT1_HUMAN
ENSG00000211745	
ENSG00000165973	NELL1_HUMAN
ENSG00000236346	
ENSG00000264528	
ENSG00000182180	RT16_HUMAN
ENSG00000182180	
ENSG00000231292	
ENSG00000255737	
ENSG00000186866	
ENSG00000229200	
ENSG00000198522	GPN1_HUMAN
ENSG00000180370	PAK2_HUMAN
ENSG00000152234	
ENSG00000224212	TAP1_HUMAN
ENSG00000180370	
ENSG00000167978	SRRM2_HUMAN
ENSG00000230031	
ENSG00000167978	
ENSG00000143252	C560_HUMAN
ENSG00000213658	LAT_HUMAN
ENSG00000188375	H3C_HUMAN
ENSG00000141506	
ENSG00000257301	
ENSG00000168071	CC88B_HUMAN
ENSG00000268898	
ENSG00000137501	
ENSG00000147804	
ENSG00000136918	WDR38_HUMAN
ENSG00000115648	
ENSG00000115808	STRN_HUMAN
ENSG00000236802	B3GT4_HUMAN
ENSG00000205086	CB091_HUMAN
ENSG00000171659	GPR34_HUMAN
ENSG00000107159	CAH9_HUMAN
ENSG00000068654	RPA1_HUMAN
ENSG00000111199	TRPV4_HUMAN
ENSG00000256269	HEM3_HUMAN
ENSG00000068654	
ENSG00000262046	TMM97_HUMAN
ENSG00000262046	
ENSG00000106484	MEST_HUMAN
ENSG00000147804	S39A4_HUMAN
ENSG00000239697	TNF12_HUMAN
ENSG00000106484	
ENSG00000198522	
ENSG00000262862	KRA23_HUMAN
ENSG00000257652	
ENSG00000198431	TRXR1_HUMAN
ENSG00000138030	KHK_HUMAN
ENSG00000136942	
ENSG00000263091	KRA24_HUMAN
ENSG00000149548	
ENSG00000197858	
ENSG00000013293	S7A14_HUMAN
ENSG00000112210	RAB23_HUMAN
ENSG00000225073	
ENSG00000148734	
ENSG00000253426	
ENSG00000174718	
ENSG00000139625	M3K12_HUMAN
ENSG00000266286	
ENSG00000198663	
ENSG00000211732	
ENSG00000244462	RBM12_HUMAN
ENSG00000149548	CCD15_HUMAN
ENSG00000138778	CENPE_HUMAN
ENSG00000143252	
ENSG00000239697	
ENSG00000168071	
ENSG00000136942	RL35_HUMAN
ENSG00000106462	
ENSG00000164053	ATRIP_HUMAN
ENSG00000148734	NPFF1_HUMAN
ENSG00000261968	
ENSG00000211731	
ENSG00000135452	TSN31_HUMAN
ENSG00000118515	SGK1_HUMAN
ENSG00000138778	
ENSG00000244462	
ENSG00000135452	
ENSG00000100938	GMPR2_HUMAN
ENSG00000256553	
ENSG00000185149	NPY2R_HUMAN
ENSG00000139625	
ENSG00000160953	
ENSG00000141506	PI3R5_HUMAN
ENSG00000111199	
ENSG00000253291	
ENSG00000262911	DJC28_HUMAN
ENSG00000138030	
ENSG00000148814	LRC27_HUMAN
ENSG00000123739	PG12A_HUMAN
ENSG00000257599	
ENSG00000253534	
ENSG00000162878	PKDCC_HUMAN
ENSG00000189013	
ENSG00000071073	MGT4A_HUMAN
ENSG00000176896	TEANC_HUMAN
ENSG00000211728	
ENSG00000198431	
ENSG00000162878	
ENSG00000100938	
ENSG00000176896	
ENSG00000188931	CA192_HUMAN
ENSG00000174718	K1551_HUMAN
ENSG00000269449	
ENSG00000185670	
ENSG00000265476	CA147_HUMAN
ENSG00000123739	
ENSG00000100678	NAC3_HUMAN
ENSG00000198183	BPIA1_HUMAN
ENSG00000262520	
ENSG00000067248	DHX29_HUMAN
ENSG00000198663	CF089_HUMAN
ENSG00000185670	ZBTB3_HUMAN
ENSG00000158286	RN207_HUMAN
ENSG00000148358	GP107_HUMAN
ENSG00000211727	
ENSG00000197681	
ENSG00000115875	SRSF7_HUMAN
ENSG00000107872	FXL15_HUMAN
ENSG00000166352	CK074_HUMAN
ENSG00000166352	
ENSG00000261539	
ENSG00000071073	
ENSG00000152234	ATPA_HUMAN
ENSG00000003989	CTR2_HUMAN
ENSG00000176532	PRR15_HUMAN
ENSG00000148358	
ENSG00000176532	
ENSG00000188312	CENPP_HUMAN
ENSG00000188312	
ENSG00000114423	
ENSG00000189013	KI2L4_HUMAN
ENSG00000145362	ANK2_HUMAN
ENSG00000255633	HMN9_HUMAN
ENSG00000197858	GPAA1_HUMAN
ENSG00000137880	GFRP_HUMAN
ENSG00000172731	LRC20_HUMAN
ENSG00000080822	
ENSG00000266094	RASF5_HUMAN
ENSG00000163584	RL22L_HUMAN
ENSG00000115875	
ENSG00000168002	RPB7_HUMAN
ENSG00000250644	
ENSG00000137880	
ENSG00000168002	
ENSG00000148814	
ENSG00000198863	RUND1_HUMAN
ENSG00000119231	
ENSG00000114374	USP9Y_HUMAN
ENSG00000198863	
ENSG00000163584	
ENSG00000266094	
ENSG00000261921	HYAL2_HUMAN
ENSG00000106462	EZH2_HUMAN
ENSG00000184887	
ENSG00000165732	DDX21_HUMAN
ENSG00000204979	M4A13_HUMAN
ENSG00000004799	PDK4_HUMAN
ENSG00000250067	
ENSG00000196872	K121L_HUMAN
ENSG00000233323	
ENSG00000262121	
ENSG00000184887	BTBD6_HUMAN
ENSG00000197681	TBC3A_HUMAN
ENSG00000204979	
ENSG00000113302	IL12B_HUMAN
ENSG00000119231	SENP5_HUMAN
ENSG00000270394	
ENSG00000253188	
ENSG00000198792	T184B_HUMAN
ENSG00000231880	
ENSG00000196872	
ENSG00000261921	
ENSG00000118515	
ENSG00000143226	FCG2A_HUMAN
ENSG00000151151	IPMK_HUMAN
ENSG00000170581	STAT2_HUMAN
ENSG00000180822	
ENSG00000067248	
ENSG00000174599	TR1L1_HUMAN
ENSG00000271808	T2R50_HUMAN
ENSG00000080822	CLDN1_HUMAN
ENSG00000163029	SMC6_HUMAN
ENSG00000114374	
ENSG00000131375	CAN7_HUMAN
ENSG00000198792	
ENSG00000271807	T2R20_HUMAN
ENSG00000229363	NELFE_HUMAN
ENSG00000262393	
ENSG00000175535	LIPP_HUMAN
ENSG00000262379	
ENSG00000262866	IFT20_HUMAN
ENSG00000262866	
ENSG00000250799	
ENSG00000262889	
ENSG00000221977	OR4E2_HUMAN
ENSG00000100678	
ENSG00000103423	DNJA3_HUMAN
ENSG00000170581	
ENSG00000143226	
ENSG00000261300	
ENSG00000163029	
ENSG00000257427	
ENSG00000127804	MET16_HUMAN
ENSG00000100359	SGSM3_HUMAN
ENSG00000186399	GOG8R_HUMAN
ENSG00000261300	PIGW_HUMAN
ENSG00000196937	FAM3C_HUMAN
ENSG00000112232	KHDR2_HUMAN
ENSG00000250067	YJEN3_HUMAN
ENSG00000262908	
ENSG00000180822	PSMG4_HUMAN
ENSG00000105397	
ENSG00000196937	
ENSG00000115648	MELPH_HUMAN
ENSG00000073803	
ENSG00000137944	KAT3_HUMAN
ENSG00000236222	WDR46_HUMAN
ENSG00000263229	KR411_HUMAN
ENSG00000160271	GNDS_HUMAN
ENSG00000127804	
ENSG00000211776	
ENSG00000099917	
ENSG00000220008	
ENSG00000263236	KR412_HUMAN
ENSG00000236222	
ENSG00000103423	
ENSG00000250799	PROD2_HUMAN
ENSG00000204928	GRCR2_HUMAN
ENSG00000114423	CBLB_HUMAN
ENSG00000160271	
ENSG00000160953	MUM1_HUMAN
ENSG00000116237	ICMT_HUMAN
ENSG00000214414	
ENSG00000224290	
ENSG00000223767	RNF5_HUMAN
ENSG00000164114	MAP9_HUMAN
ENSG00000211777	
ENSG00000173715	
ENSG00000164114	
ENSG00000229363	
ENSG00000220008	LIGO3_HUMAN
ENSG00000214414	TRI77_HUMAN
ENSG00000196666	
ENSG00000163281	GNPI2_HUMAN
ENSG00000196666	F180B_HUMAN
ENSG00000173110	HSP76_HUMAN
ENSG00000224290	APOM_HUMAN
ENSG00000008283	CY561_HUMAN
ENSG00000116237	
ENSG00000137757	
ENSG00000259858	
ENSG00000186881	O13F1_HUMAN
ENSG00000269093	
ENSG00000229470	GNL1_HUMAN
ENSG00000206237	
ENSG00000068120	
ENSG00000163872	YETS2_HUMAN
ENSG00000113361	
ENSG00000102977	ACD_HUMAN
ENSG00000168778	
ENSG00000008283	
ENSG00000125779	PANK2_HUMAN
ENSG00000102977	
ENSG00000172247	C1QT4_HUMAN
ENSG00000163872	
ENSG00000240654	C1T9A_HUMAN
ENSG00000213516	RMXL1_HUMAN
ENSG00000225073	DX39B_HUMAN
ENSG00000229470	
ENSG00000172247	
ENSG00000173273	
ENSG00000132388	UB2G1_HUMAN
ENSG00000234530	IKBL1_HUMAN
ENSG00000259858	MGA_HUMAN
ENSG00000132388	
ENSG00000205850	
ENSG00000187808	SWAHD_HUMAN
ENSG00000113361	CADH6_HUMAN
ENSG00000173673	HES3_HUMAN
ENSG00000164100	NDST3_HUMAN
ENSG00000148136	O13C4_HUMAN
ENSG00000101951	PAGE4_HUMAN
ENSG00000110934	
ENSG00000211778	
ENSG00000157538	DSCR3_HUMAN
ENSG00000093144	ECHD1_HUMAN
ENSG00000164100	
ENSG00000185129	PURA_HUMAN
ENSG00000065357	
ENSG00000204246	O13C3_HUMAN
ENSG00000169035	
ENSG00000073803	M3K13_HUMAN
ENSG00000178115	
ENSG00000126777	
ENSG00000242013	UBP27_HUMAN
ENSG00000182035	ADIG_HUMAN
ENSG00000117984	CATD_HUMAN
ENSG00000211779	
ENSG00000182035	
ENSG00000262473	
ENSG00000224051	GLTD1_HUMAN
ENSG00000198918	RL39_HUMAN
ENSG00000117984	
ENSG00000140750	RHG17_HUMAN
ENSG00000157538	
ENSG00000158292	GP153_HUMAN
ENSG00000188690	HEM4_HUMAN
ENSG00000224051	
ENSG00000262473	PUR2_HUMAN
ENSG00000234530	
ENSG00000178904	
ENSG00000258085	
ENSG00000224145	TRI15_HUMAN
ENSG00000232106	CF010_HUMAN
ENSG00000168487	
ENSG00000224145	
ENSG00000266265	
ENSG00000089220	PEBP1_HUMAN
ENSG00000093144	
ENSG00000137757	CASP5_HUMAN
ENSG00000268367	
ENSG00000203747	
ENSG00000173585	CCR9_HUMAN
ENSG00000211780	
ENSG00000140750	
ENSG00000197561	ELNE_HUMAN
ENSG00000175189	
ENSG00000168930	TRI49_HUMAN
ENSG00000203747	FCG3A_HUMAN
ENSG00000168930	
ENSG00000169035	KLK7_HUMAN
ENSG00000143924	EMAL4_HUMAN
ENSG00000188690	
ENSG00000175189	INHBC_HUMAN
ENSG00000173585	
ENSG00000110934	BIN2_HUMAN
ENSG00000137501	SYTL2_HUMAN
ENSG00000105397	TYK2_HUMAN
ENSG00000108443	
ENSG00000119950	MXI1_HUMAN
ENSG00000119950	
ENSG00000143924	
ENSG00000135951	TSG10_HUMAN
ENSG00000140400	MA2C1_HUMAN
ENSG00000100068	LRP5L_HUMAN
ENSG00000169962	TS1R3_HUMAN
ENSG00000206468	UBD_HUMAN
ENSG00000124143	
ENSG00000172244	CE034_HUMAN
ENSG00000071677	PRRP_HUMAN
ENSG00000125995	ROMO1_HUMAN
ENSG00000139269	
ENSG00000100068	
ENSG00000172244	
ENSG00000152495	
ENSG00000064270	AT2C2_HUMAN
ENSG00000124143	RHG40_HUMAN
ENSG00000139269	INHBE_HUMAN
ENSG00000114450	GBB4_HUMAN
ENSG00000135951	
ENSG00000064270	
ENSG00000114450	
ENSG00000261794	GOG8H_HUMAN
ENSG00000197971	MBP_HUMAN
ENSG00000211781	
ENSG00000179837	RB15B_HUMAN
ENSG00000265823	
ENSG00000068120	COASY_HUMAN
ENSG00000206432	T200C_HUMAN
ENSG00000130332	
ENSG00000167971	CSKI1_HUMAN
ENSG00000197971	
ENSG00000101438	VIAAT_HUMAN
ENSG00000230279	TNFB_HUMAN
ENSG00000136881	BAAT_HUMAN
ENSG00000260508	GGNB2_HUMAN
ENSG00000153292	GP110_HUMAN
ENSG00000171720	HDAC3_HUMAN
ENSG00000178904	D19L3_HUMAN
ENSG00000173715	CK080_HUMAN
ENSG00000104879	KCRM_HUMAN
ENSG00000168778	TECT2_HUMAN
ENSG00000152495	KCC4_HUMAN
ENSG00000182087	MBRL_HUMAN
ENSG00000086589	RBM22_HUMAN
ENSG00000145041	
ENSG00000182087	
ENSG00000265823	EIF2D_HUMAN
ENSG00000166634	SPB12_HUMAN
ENSG00000230279	
ENSG00000173273	TNKS1_HUMAN
ENSG00000124839	
ENSG00000166634	
ENSG00000171720	
ENSG00000171365	CLCN5_HUMAN
ENSG00000145041	VPRBP_HUMAN
ENSG00000086589	
ENSG00000156463	SH3R2_HUMAN
ENSG00000117226	GBP3_HUMAN
ENSG00000136682	CBWD2_HUMAN
ENSG00000159202	UBE2Z_HUMAN
ENSG00000075151	IF4G3_HUMAN
ENSG00000114125	RBX2_HUMAN
ENSG00000161057	
ENSG00000065357	DGKA_HUMAN
ENSG00000159202	
ENSG00000104213	PGFRL_HUMAN
ENSG00000255524	
ENSG00000125351	REN3B_HUMAN
ENSG00000249437	BIRC1_HUMAN
ENSG00000172524	TRI40_HUMAN
ENSG00000074855	
ENSG00000160588	MPZL3_HUMAN
ENSG00000101442	ARP5_HUMAN
ENSG00000173875	
ENSG00000118418	HMGN3_HUMAN
ENSG00000111087	
ENSG00000249437	
ENSG00000241962	CB015_HUMAN
ENSG00000160588	
ENSG00000108443	KS6B1_HUMAN
ENSG00000131469	RL27_HUMAN
ENSG00000136682	
ENSG00000075151	
ENSG00000117226	
ENSG00000205835	GEMC1_HUMAN
ENSG00000153292	
ENSG00000173875	ZN791_HUMAN
ENSG00000074855	ANO8_HUMAN
ENSG00000205835	
ENSG00000114125	
ENSG00000140830	
ENSG00000241962	
ENSG00000131469	
ENSG00000164880	INT1_HUMAN
ENSG00000124839	RAB17_HUMAN
ENSG00000238091	
ENSG00000101003	PSF1_HUMAN
ENSG00000262447	
ENSG00000257745	
ENSG00000187950	
ENSG00000140830	TXN4B_HUMAN
ENSG00000170214	ADA1B_HUMAN
ENSG00000184492	FX4L1_HUMAN
ENSG00000164880	
ENSG00000130332	LSM7_HUMAN
ENSG00000111087	GLI1_HUMAN
ENSG00000133983	COX16_HUMAN
ENSG00000109066	
ENSG00000069188	SDK2_HUMAN
ENSG00000262447	BACD2_HUMAN
ENSG00000122574	WIPF3_HUMAN
ENSG00000186943	O13C8_HUMAN
ENSG00000069188	
ENSG00000108312	UBF1_HUMAN
ENSG00000101003	
ENSG00000262485	TUSC2_HUMAN
ENSG00000262485	
ENSG00000187950	OVCH1_HUMAN
ENSG00000109066	TM104_HUMAN
ENSG00000100077	ARBK2_HUMAN
ENSG00000174946	GP171_HUMAN
ENSG00000198910	L1CAM_HUMAN
ENSG00000133983	
ENSG00000184384	MAML2_HUMAN
ENSG00000188729	
ENSG00000174946	
ENSG00000100077	
ENSG00000140400	
ENSG00000264440	F229B_HUMAN
ENSG00000270824	
ENSG00000122574	
ENSG00000108312	
ENSG00000264440	
ENSG00000164879	
ENSG00000270451	
ENSG00000198910	
ENSG00000122873	CISD1_HUMAN
ENSG00000188729	OSTN_HUMAN
ENSG00000271255	
ENSG00000161057	PRS7_HUMAN
ENSG00000180209	
ENSG00000271305	
ENSG00000226248	CLIC1_HUMAN
ENSG00000204296	
ENSG00000144182	LIPT_HUMAN
ENSG00000183723	CKLF4_HUMAN
